Dimension,ASIN,Date First Available,Manufacturer,Country of Origin,Best Sellers Rank,Color,Item Model Number,Item Weight,Price,AmazonGlobal Shipping,Estimated Import Charges,Day Delivered
6 x 1 x 8 inches,B00RPOPEDM,"January 2, 2015",No,USA,"#45,572 in Office Products (See Top 100 in Office Products)  #418 in Door Stops",Blue,LLR42590,0.96 ounces,$8.05,$26.17,$0.00,12
14 x 1.8 x 1 inches,B000B4KZT6,"June 15, 2006",National Hardware,USA,"#62,627 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #182 in Door Hinges",Brass,N265-363,3.36 ounces,$5.17,$25.95,$0.00,12
3.25 x 2.38 x 0.63 inches,B009E1VV6I,"September 19, 2012",No,China,"#60,506 in Office Products (See Top 100 in Office Products)  #537 in Door Stops",None,69F15,1.6 ounces,$5.49,$25.47,$0.00,12
"4""L x 3""W",B06XVCT2QS,"March 25, 2017",Richelieu,China,"#40,283 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #108 in Door Hinges",Brushed Nickel Finish,820NBB,7.2 ounces,$4.70,$27.22,$0.00,12
5.75 x 5.75 x 36 inches,B01708CEL2,"July 2, 2009",No,USA,"#98,100 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #107 in Thresholds",Mill Finish,TAOC36A,3.3 pounds,$39.27,$38.56,$29.69,12
1 x 1 x 1 inches,B00E8HV5HI,"July 26, 2013",Prime-Line Products,China,"#45,476 in Office Products (See Top 100 in Office Products)  #416 in Door Stops",Black,U 9163,0.81 ounces,$7.01,$25.59,$0.00,12
1.13 x 3.81 x 6.44 inches,B00FFYYXV8,"September 5, 2013",No,China,"#106,698 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #442 in Sliding Door Hardware",Yellow zinc,D 1998,7.2 ounces,$17.09,$26.79,$22.58,12
6.75 x 3.5 x 2 inches,B004I2K88U,"January 5, 2011",969,None,"#72,047 in Office Products (See Top 100 in Office Products)  #629 in Door Stops",00969,00969,4.8 ounces,$14.99,$28.58,$7.90,12
"25.75""L x 0.75""W x 1.5""Th",B00S721X0E,"January 13, 2015",No,Taiwan,"#73,620 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #298 in Sliding Door Hardware",Black,BK110BL,15.2 ounces,$20.09,$29.49,$25.27,12
2.25 x 4 x 9.5 inches,B00DRZM00S,"June 28, 2013",Prime-Line Products,China,"#55,500 in Office Products (See Top 100 in Office Products)  #505 in Door Stops",Chrome,J 4602,10.5 ounces,$30.36,$27.62,$29.22,12
5 x 3 x 1 inches,B001CSM8RW,"January 1, 2008",National Hardware,China,"#143,254 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #607 in Sliding Door Hardware",Zinc Plated,N344-861,0.01 ounces,$5.88,$26.15,$0.00,12
6 x 3 x 1 inches,B000BRM66I,"February 17, 2007",No,USA,"#65,163 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #338 in Weather Stripping",White,OS6H,0.8 ounces,$5.14,$25.49,$0.00,12
"1.28""L x 9.95""W",B0BYGPC9H6,"March 14, 2023",National Hardware,China,"#48,632 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #254 in Door Hinges",Black,N166-035,1.68 pounds,$20.98,$31.69,$26.70,12
5.5 x 3.93 x 6.3 inches,B0C2DZL6T6,"April 13, 2023",Lifetime Brands Inc.,China,"#64,476 in Office Products (See Top 100 in Office Products)  #571 in Door Stops",Assorted,5277428,2.14 pounds,$9.99,$34.47,$20.46,12
36 x 2.25 x 2.13 inches,B01IJ9P20Q,"July 15, 2016","Thermwell Products Co., Inc",USA,"#112,310 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #129 in Thresholds",White,UDB77W,9.6 ounces,$12.27,$31.19,$0.00,12
8.65 x 4.92 x 9.45 inches,B086XKZW8N,None,Lifetime Brands Inc.,China,"#16,328 in Office Products (See Top 100 in Office Products)  #169 in Door Stops",None,5207600,2.22 pounds,$19.99,$38.29,$0.00,12
0.88 x 4 x 0.88 inches,B01M4LPP5I,"January 6, 2017",Prime-Line Products,Taiwan,"#54,063 in Office Products (See Top 100 in Office Products)  #495 in Door Stops",Chrome,MP9160,1.07 ounces,$6.89,$26.39,$0.00,12
37.25 x 6.62 x 3.62 inches,B0010OH8DC,"December 3, 2007",No,China,"#105,537 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #120 in Thresholds",White,43816,9.3 ounces,$19.99,$28.38,$24.68,12
1 x 3.75 x 5.5 inches,B00GS8FTQ8,"November 19, 2013",The Hillman Group,China,"#51,187 in Office Products (See Top 100 in Office Products)  #465 in Door Stops",None,852660,0.32 ounces,$4.39,$25.43,$0.00,12
38 x 5.75 x 4.25 inches,B000BR7HW6,"June 16, 2006",No,USA,"#121,800 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #141 in Thresholds",Bronze,10116,1.8 pounds,$19.43,$32.17,$20.24,12
4 x 0.13 x 0.1 inches,B08DLPDSJG,"July 29, 2020",Design House,China,"#104,017 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #358 in Door Hinges",Matte Black,188961,1.54 pounds,$11.59,$31.57,$22.25,12
10.1 x 7 x 4.2 inches,B000BQU90Y,"February 17, 2007",No,USA,"#13,836 in Office Products (See Top 100 in Office Products)  #140 in Door Stops",Chrome,N184-275,0.01 ounces,$6.87,$26.04,$0.00,12
"2""L x 1.87""W",B0026SYL86,"October 2, 2010",Prime-Line Products,China,"#125,380 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #519 in Sliding Door Hardware",White,C 1116,14.9 ounces,$22.49,$28.97,$26.13,12
6.56 x 1.5 x 0.26 inches,B002UC2UJK,"October 26, 2009",20505,China,"#96,868 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #403 in Sliding Door Hardware",None,20505,4 ounces,$14.10,$26.59,$18.89,N/A
37.88 x 3.88 x 2 inches,B00005202J,"December 2, 2006",No,USA,"#138,629 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #173 in Thresholds",Bronze,5652,8 ounces,$16.88,$27.18,$22.67,12
2.13 x 2 x 0.63 inches,B004CUSNEE,"January 16, 2007",No,None,"#50,346 in Office Products (See Top 100 in Office Products)  #460 in Door Stops",None,72Z-613E,0.8 ounces,$1.69,$25.27,$0.00,12
6 x 5 x 0.04 inches,B004Q0HI64,"February 21, 2012",No,China,"#119,804 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #431 in Door Hinges",Silver,AN0192C-G-Q1,4 ounces,$12.80,$26.64,$0.00,12
36.5 x 2.75 x 2 inches,B000LNKB9Q,"January 8, 2007",No,China,"#131,069 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #157 in Thresholds",Beige,82594,5.6 ounces,$18.55,$26.39,$0.00,12
5 x 4.75 x 6 inches,B00OPBAS8E,None,No,China,"#68,797 in Office Products (See Top 100 in Office Products)  #606 in Door Stops",None,72152,1.25 pounds,$24.09,$35.29,$0.00,12
"1.87""L x 0.87""W",B00DS5GN9G,"June 28, 2013",Prime-Line Products,China,"#98,673 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #409 in Sliding Door Hardware",Chrome,C 1148,14.4 ounces,$25.24,$29.22,$0.00,12
5 x 6.5 x 1.63 inches,B009YNUNZQ,"October 8, 2009",National Hardware,China,"#51,926 in Office Products (See Top 100 in Office Products)  #475 in Door Stops",Zinc Plated,N215-905,0.01 ounces,$8.16,$26.75,$0.00,12
0.68 x 4.5 x 1.5 inches,B00DPH93VW,"July 5, 2008",No,China,"#108,932 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #454 in Sliding Door Hardware",Yellow zinc,D 1980,0.01 ounces,$15.84,$27.18,$22.17,12
7 x 7 x 1 inches,B000EUADLM,"August 13, 2007",No,USA,"#111,498 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #390 in Weather Stripping",Gray,S258/17H,1.76 ounces,$2.10,$26.73,$0.00,12
1.5 x 2.5 x 38 inches,B000IKNYKU,"September 14, 2004",No,USA,"#134,999 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #167 in Thresholds",White,W79/36H,5.3 ounces,$15.58,$29.12,$28.65,12
