Dimension,ASIN,Date First Available,Manufacturer,Country of Origin,Best Sellers Rank,Color,Item Model Number,Item Weight,Price,AmazonGlobal Shipping,Estimated Import Charges,Day Delivered
6 x 6 x 4 inches,B0002STR90,None,No,USA,"#40,735 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #16 in Power Sander Quick Change Discs",None,07480,3.2 ounces,$51.15,$28.26,$19.69,13
8.31 x 5.67 x 0.75 inches,B00C5RFIXK,"February 25, 2020",Keystone,USA,"#30,208 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #24 in Sanding Blocks",None,11570,4.2 ounces,$13.93,$26.03,$10.59,13
6 x 6 x 1.75 inches,B085G6T2V4,"March 4, 2020",POWERTEC,Taiwan,"#26,884 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #18 in Sanding Blocks",None,71441,7.9 ounces,$11.75,$29.22,$7.50,13
8.75 x 0.9 x 0.01 inches,B07BSQ42PH,"March 29, 2018",Lincoln Electric - Welding Gear and Tools,USA,"#22,198 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #21 in Scratch Brushes  #2,073 in Hand Tools (Tools & Home Improvement)",None,K3180-1,1.13 ounces,$2.50,$25.27,$0.00,13
3 x 3 x 0.04 inches,B0B9ZXRVGD,"August 17, 2022",DEWALT,China,"#9,270 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #31 in Cut-Off Wheels",None,DW8711P3,2.82 ounces,$8.99,$25.71,$0.00,13
1 x 1 x 1 inches,B008BOWVOU,"May 10, 2012",No,China,"#35,568 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #34 in Scratch Brushes  #3,501 in Hand Tools (Tools & Home Improvement)",Multicolor,140910300,14.4 ounces,$10.99,$29.06,$23.65,13
"4.88""L x 2.88""W x 1""Th",B000PRB98K,"September 14, 2004",No,United Kingdom,"#12,597 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #19 in Sanding Sponges",Fine,CP-042,1.13 ounces,$4.65,$25.59,$0.00,13
1.61 x 6 x 2.46 inches,B00004YMDG,"June 15, 2006",No,China,"#13,955 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #39 in Scratch Brushes",None,DW4902,3.68 ounces,$8.95,$26.03,$0.00,13
3 x 3 x 0.04 inches,B0B9ZL33F5,"August 17, 2022",DEWALT,China,"#10,882 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #40 in Cut-Off Wheels",Multi,DW8530,2.08 ounces,$12.99,$25.51,$0.00,N/A
8.25 x 6.25 x 1.5 inches,B082JPDDP9,"December 9, 2019",Milescraft,China,"#46,626 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #41 in Sanding Blocks",None,1620,6.7 ounces,$7.99,$27.26,$0.00,13
9.42 x 0.06 x 4.5 inches,B01HD4E7WM,"June 21, 2016",No,China,"#26,998 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #2 in Power Sanding Sleeves",None,6510SPC,11.2 ounces,$15.87,$29.83,$11.90,13
0.71 x 6.58 x 5.39 inches,B00004RHAO,"June 15, 2006",No,China,"#15,100 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #28 in Abrasive Wheel Brushes  #360 in Abrasive Wheels & Discs",Multi,DW4930,9 ounces,$11.59,$27.46,$0.00,13
2.65 x 6.11 x 7.05 inches,B000N6K2N6,"February 3, 2007",No,China,"#12,950 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #41 in Power Sander Hook & Loop Discs",None,4347,9.5 ounces,$15.06,$28.70,$11.46,13
None,B000TG60GS,"August 17, 2005",No,USA,"#10,581 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #19 in Abrasive Cup Brushes",Silver,72729,2.89 ounces,$6.59,$25.71,$0.00,13
None,B00004UDIW,"August 3, 2017",No,Taiwan,"#5,971 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #1 in Abrasive Grinding Mounted Points",Green,952,0.317 ounces,$2.59,$25.09,$0.00,13
8.75 x 2.5 x 8.75 inches,B000WQL5CO,"April 11, 2007",No,USA,"#32,384 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #28 in Sanding Blocks",No Color,R360,1.3 pounds,$42.99,$31.52,$25.29,13
0.62 x 4.88 x 6 inches,B004BG5QXK,"November 9, 2010",No,Germany,"#47,911 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #178 in Power Sander Hook & Loop Discs",Black,RS034,2.08 ounces,$10.17,$25.62,$0.00,13
8.38 x 1.25 x 9.5 inches,B00004YMDK,"July 28, 2017",No,China,"#16,682 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #34 in Abrasive Wheel Brushes",None,DW4906,1.28 pounds,$15.99,$35.36,$29.73,13
"9""L x 9""W",B08NWJ5J64,"November 19, 2020",WEN,China,"#56,015 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #208 in Power Sander Hook & Loop Discs",None,DW240SP,7.2 ounces,$13.06,$27.36,$10.68,13
2 x 2 x 1 inches,B003X5OJ4M,"July 24, 2010",No,USA,"#18,271 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #4 in Abrasive Grinding Mounted Points",No Color,60053,3.2 ounces,$4.99,$25.79,$0.00,13
14 x 8.3 x 8.4 inches,B001RB209U,None,No,USA,"#49,063 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #45 in Sanding Blocks",Fine,910PSA-12-CC,0.64 ounces,$6.98,$25.90,$0.00,13
29.49 x 9.13 x 3.66 inches,B0785FXQQP,"December 4, 2017",Neiko,Taiwan,"#7,935 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #8 in Power Sand Blasters",Blue,30068A,0.01 ounces,$52.80,$36.13,$8.75,13
"2""L x 2""W",B0002STR8Q,None,Yes,None,"#61,945 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #15 in Power Sander Fiber Backed Abrasive Discs",None,07481,1.76 ounces,None,None,None,N/A
"2""L x 2""W",B003VOO92M,"January 28, 2011",No,China,"#34,709 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #10 in Power Sander Quick Change Discs",None,5542-2ROLOCDSK,1.44 ounces,$7.99,$25.35,$0.00,N/A
11.2 x 4.1 x 3.1 inches,B07RP2WT89,"May 9, 2019",Pandora,None,"#7,864 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #12 in Sanding Steel Wool",None,None,7.2 ounces,$9.99,$29.08,$0.00,13
"1.5""L x 1.5""W",B003NSBG8G,"September 1, 2010",No,USA,"#13,967 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #30 in Grinding Discs",Green,EZ541GR,0.01 ounces,$10.47,$25.09,$0.00,13
5.35 x 3.15 x 0.28 inches,B09NF56YWZ,"December 10, 2021",Bosch,China,"#12,417 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #45 in Cut-Off Wheels",None,CW1LM300,3.27 ounces,$3.99,$25.83,$0.00,13
7.75 x 5.25 x 1 inches,B004C472VU,"May 24, 2016",MES1P,China,"#14,624 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #27 in Abrasive Wheel Brushes",.014 Carbon Steel,187010,7.7 ounces,$7.22,$26.91,$0.00,13
9 x 5.75 x 0.38 inches,B008BOWKB4,"June 15, 2012",No,USA,"#37,636 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #31 in Sanding Blocks",Black,336,8 ounces,$6.94,$27.66,$0.00,13
"12""L x 2""W x 3""H",B09BDF46N2,"September 22, 2017",No,Taiwan,"#46,033 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #39 in Sanding Blocks",None,26,13.6 ounces,$30.80,$36.99,$0.00,13
None,B003XFPV80,"July 28, 2017",No,USA,"#18,985 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #40 in Abrasive Wheel Brushes",None,72739,0.01 ounces,$7.06,$26.19,$0.00,13
13.5 x 2.5 x 1.5 inches,B001B2I8UK,"June 13, 2008",No,USA,None,Multi,24,8 ounces,$21.99,$27.38,$10.30,13
7.25 x 9.5 x 1 inches,B00A157FTS,"November 1, 2012",No,China,"#15,333 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #29 in Abrasive Wheel Brushes",None,T25647,8 ounces,$8.70,$27.70,$0.00,13
"7.5""L x 1.75""W x 9.25""H",B01I3BDMZM,"July 7, 2016",HomeRight,China,"#18,606 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #52 in Scratch Brushes","Gold, Black",C900050.M,5.1 ounces,$12.08,$28.36,$23.87,13
2.75 x 8 x 1.5 inches,B004AGGKWC,"May 26, 2017",No,China,"#60,941 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #4 in Hole Saw Arbors  #297 in Power Sanding Discs",Multicolor,MILWAUKEE - 49-56-7250,8.5 ounces,$23.97,$27.18,$7.58,13
"8""L x 8""W",B008H10NME,"November 14, 2011",No,China,"#34,587 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #11 in Power Sander PSA Discs",None,110550,7.2 ounces,$10.59,$26.79,$0.00,13
0.94 x 1.38 x 6.5 inches,B003YDOY5W,"July 28, 2017",No,USA,"#14,212 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #41 in Scratch Brushes",None,70472,0.8 ounces,$4.29,$25.31,$0.00,13
7.01 x 2.13 x 1.57 inches,B0000DD35X,"December 1, 2006",No,China,"#8,607 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #8 in Abrasive Finishing Compounds",White,D2903,13.6 ounces,$6.95,$28.78,$0.00,13
"8""L x 8""W",B004C4CIYG,"May 24, 2016",No,China,"#8,996 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #14 in Abrasive Wheel Brushes",Carbon Steel,183020,1.96 pounds,$15.04,$32.89,$27.89,13
None,B00004RH8J,"November 9, 2005",Yes,China,"#22,227 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #78 in Cut-Off Wheels",Yellow,DW4528,2.11 ounces,$2.30,$25.51,$0.00,13
40 x 2.68 x 1.63 inches,B00IKUJJWM,"February 21, 2014",No,USA,"#8,017 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #40 in Sanding Blocks",Black,9160,15.2 ounces,$20.11,$34.41,$7.15,13
None,B000TGEFV0,"August 17, 2005",No,USA,"#22,185 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #38 in Abrasive Cup Brushes",No Color,72757,9.6 ounces,$8.50,$27.54,$0.00,N/A
4 x 2 x 0.75 inches,B005JRJGMC,"September 12, 2011",No,China,"#35,834 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #135 in Power Sander Hook & Loop Discs",Purple,EZ411SA,0.352 ounces,$4.66,$25.12,$0.00,13
"18""L x 9.9""W x 9.9""Th",B000L6IXLG,"October 2, 2001",02604,United Kingdom,"#14,923 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #26 in Sanding Sponges",Gray,2604,9.6 ounces,$57.65,$30.55,$21.72,13
2.6 x 1.5 x 16.5 inches,B06ZZHB86S,"April 13, 2017",Karebac Abrasives,China,"#57,125 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #55 in Sanding Blocks",None,99460,11.3 ounces,$12.90,$27.82,$18.88,N/A
"7.38""L x 3.62""W",B019WCOLJC,"December 28, 2015",No,China,"#39,167 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #141 in Power Sander Hook & Loop Discs",Assorted,6313SP,3.84 ounces,$6.27,$26.95,$0.00,13
"3.25""L x 1.1""W x 4.65""Th",B001RB2090,"February 5, 2009",3M,USA,"#40,691 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #34 in Sanding Blocks",3m,9566,0.704 ounces,$6.48,$25.42,$0.00,13
"4.5""L x 4.5""W",B003XXE0RA,"July 2, 2004",No,China,"#28,363 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #15 in Surface Grinding Wheels",Multi,DW4774,1 pounds,$37.99,$29.02,$8.53,13
9 x 4.7 x 3.5 inches,B07V9KWBWM,"July 16, 2019",POWERTEC,China,"#35,384 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #11 in Power Sanding Sleeves",None,11240,9.9 ounces,$16.79,$32.83,$12.81,13
7.5 x 7.75 x 0.25 inches,B0012EKJBI,None,No,USA,"#18,937 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #14 in Surface Grinding Wheels",None,OR534-18A,4.8 ounces,$26.19,$26.62,$23.96,13
"6""L x 6""W",B01GLGEP9I,"June 4, 2016",DEWALT,Germany,"#10,810 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #39 in Cut-Off Wheels",Multi,DWA8726F,2.08 ounces,$2.19,$25.63,$0.00,13
None,B005B8LZL4,"July 21, 2011",No,Germany,"#21,986 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #75 in Cut-Off Wheels",Multi,DW8424B5,7 ounces,$11.87,$26.75,$0.00,13
6.01 x 8 x 1 inches,B0009H5M9S,"October 2, 2003",No,China,"#76,363 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #286 in Power Sander Hook & Loop Discs",Random,RS032,4.3 ounces,$14.11,$26.15,$5.57,13
1 x 1 x 1 inches,B008BOWVHC,"May 10, 2012",Purdy,China,"#80,284 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #75 in Scratch Brushes  #8,402 in Hand Tools (Tools & Home Improvement)",Multicolor,140910200,6.7 ounces,$12.24,$29.53,$24.57,13
"6""L x 6""W",B000LNSSK0,"December 4, 2006",No,China,"#26,169 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #91 in Cut-Off Wheels",Factory,DW8725,1.92 ounces,$2.09,$25.98,$0.00,13
5.7 x 4.3 x 1.6 inches,B000FN4L5W,"May 9, 2006",89800,China,"#63,740 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #64 in Sanding Blocks",None,89800,11.2 ounces,$8.99,$27.78,$0.00,13
2.25 x 1.75 x 1.75 inches,B004UUAD4E,"April 16, 2011",No,China,"#17,497 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #32 in Abrasive Cup Brushes",Metal,76211,0.01 ounces,$3.79,$25.99,$0.00,13
9 x 3.25 x 3.75 inches,B0002YQCR4,"September 14, 2004","Allway Tools, Inc.",China,"#57,206 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #67 in Sanding Blocks",None,Allway Tools - UPS,8.1 ounces,$12.78,$27.30,$20.81,13
"3""L x 3""W",B000B8UPLU,"May 23, 2005",No,USA,"#97,693 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #53 in Power Sander Quick Change Discs",Factory,7485,2.82 ounces,$51.97,$30.70,$20.46,N/A
2.1 x 2.3 x 6 inches,B0063HCSOK,"June 7, 2013",Wheeler,China,"#31,081 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #41 in Abrasive Finishing Compounds","Black, White",None,1.6 ounces,$13.77,$25.43,$0.00,13
1.13 x 1.5 x 11 inches,B003YDZO10,"August 4, 2010",Forney,Algeria,"#17,085 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #48 in Scratch Brushes  #3,488 in Household Cleaning Tools",Green,70508,2.88 ounces,$8.29,$25.71,$0.00,13
"2""L x 2""W",B0B3H8MFFH,"June 7, 2022",36525,USA,"#89,636 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #50 in Power Sander Quick Change Discs",None,36525,4.6 ounces,$45.48,$27.14,$18.12,13
"8.2""L x 3.5""W x 2.7""H",B017LWF74I,"September 29, 2015",No,Taiwan,"#28,898 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #103 in Cut-Off Wheels",Blue/Black,426,3.1 pounds,$89.04,$38.00,$15.19,13
None,B001GM8PPS,"February 2, 2010",No,USA,"#22,623 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #48 in Abrasive Wheel Brushes",None,72745,5.4 ounces,$8.79,$27.90,$0.00,13
0.25 x 6 x 5.2 inches,B0002EVH8I,"July 2, 2004",Bosch,China,"#61,897 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #232 in Power Sander Hook & Loop Discs",None,SR5R080,1.92 ounces,$4.72,$25.59,$0.00,13
14.12 x 7.5 x 5.56 inches,B001RB20BS,None,3M,USA,"#52,097 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #51 in Sanding Blocks",3m,CP040-6P,7.8 ounces,$15.98,$28.20,$11.56,13
None,B074BH5NBJ,"July 27, 2017",DEWALT,China,"#28,594 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #102 in Cut-Off Wheels",Multi,DWA4975,0.896 ounces,$3.09,$25.32,$0.00,13
None,B001AHWMG2,"July 2, 2004",Bosch,Italy,"#91,958 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #325 in Power Sander Hook & Loop Discs",None,SR5R180,2.08 ounces,$3.99,$25.51,$0.00,13
"4.5""L x 2.5""W x 1""Th",B09M6WBFFQ,"November 18, 2021",3M,USA,"#59,062 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #60 in Sanding Blocks",Gold,9565-3PK,0.634 ounces,$12.49,$27.07,$10.49,13
"4.5""L x 0.13""W",B00004Z48W,"April 1, 2004",No,USA,"#36,307 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #54 in Sanding Sponges",Medium,9092NA,2.4 ounces,$2.79,$25.59,$0.00,13
None,B000TG60HM,"August 17, 2005",No,USA,"#31,682 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #58 in Abrasive Wheel Brushes",None,72759,9.6 ounces,$13.96,$27.46,$24.41,13
8.1 x 4.9 x 0.9 inches,B08H2KK846,"January 27, 2021",DEWALT,China,"#20,915 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #31 in Sanding Disc Backing Pads",Multi,DABP4SR58,2.85 ounces,$11.70,$26.00,$0.00,13
"5.2""L x 5.2""W",B000022335,"November 8, 1999",No,Poland,"#35,475 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #128 in Power Sander Hook & Loop Discs",Multi,DW4309,8.2 ounces,$13.99,$27.82,$11.00,13
0.98 x 3.94 x 10.83 inches,B0754VKB6G,"December 14, 2017",Prime-Line,China,"#35,584 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #59 in Abrasive Cup Brushes",None,RP77265,3.84 ounces,$10.79,$26.26,$0.00,13
"9""L x 9""W",B08NWH6T47,"November 19, 2020",WEN,China,"#72,277 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #268 in Power Sander Hook & Loop Discs",None,DW80SP,11 ounces,$13.32,$27.74,$10.85,13
None,B00004RHB9,"June 15, 2006",Yes,China,"#34,188 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #121 in Cut-Off Wheels",Multi,DW4999,1 pounds,$5.49,$29.38,$0.00,13
8 x 6 x 1 inches,B07WD3XQTD,"August 9, 2019",Bosch,China,"#10,617 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #18 in Abrasive Wheel Brushes",None,WBX418,8 ounces,$13.99,$27.10,$24.20,13
0.69 x 3.9 x 6 inches,B007EXU5PG,"February 28, 2012",Yes,Canada,"#26,432 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #43 in Sanding Sponges",Fine,10113NA,0.634 ounces,$3.98,$25.51,$0.00,13
"6""L x 6""W",B01G3GBBVG,"May 24, 2016",Mercer Tool Corp. - Tools,China,"#21,332 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #10 in Bench & Pedestal Grinding Wheels",.014 Carbon Steel,183010,1.21 pounds,$10.62,$30.18,$24.05,13
3 x 3 x 0.04 inches,B09NF5R6NB,"December 10, 2021",Bosch,Switzerland,"#19,544 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #72 in Cut-Off Wheels",Black,CMW300,1.44 ounces,$8.57,$25.35,$0.00,13
"6""L x 6""W",B002USQWN4,"October 6, 2009",No,Finland,"#15,434 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #8 in Power Sander Fiber Backed Abrasive Discs  #112 in Sander Sheets",Grey,9A-241-080,1.25 pounds,$60.73,$30.02,$22.31,13
5.5 x 1.57 x 7.1 inches,B08B6ZGL39,None,"JMW Sales, Inc.",China,"#18,880 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #11 in Tumbling Media",None,NGCERAMIC,1.5 pounds,$12.49,$31.13,$7.92,13
6.75 x 6.75 x 3.5 inches,B00004YMDO,"July 2, 2004",Yes,China,"#34,806 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #58 in Abrasive Cup Brushes",None,DW4917,3 pounds,$24.99,$38.36,$36.18,13
6.5 x 1.63 x 1.25 inches,B0019CR0LK,"May 12, 2008",No,USA,"#106,578 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #110 in Sanding Blocks",Factory,BG6-1,2.11 ounces,$9.85,$25.85,$0.00,13
"4.5""L x 4.5""W",B07WLWLBK5,"November 22, 2019",Bosch,Netherlands,"#9,997 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #17 in Flap Discs",None,FDX2745080,3.52 ounces,$5.99,$25.94,$0.00,13
1 x 2.25 x 13.75 inches,B000NMA4PG,"June 21, 2008",No,China,"#27,599 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #73 in Scratch Brushes",Carbon Steel,70504,0.32 ounces,$6.95,$28.86,$0.00,13
"8""L x 8""W",B084KJFG5K,"January 27, 2020",31483,USA,"#102,492 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #357 in Power Sander Hook & Loop Discs",None,31483,11.3 ounces,$55.54,$27.90,$20.63,13
"2""L x 2""W",B00SOTI75E,"January 21, 2015",No,USA,"#65,825 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #33 in Power Sander Quick Change Discs",Maroon Medium,74903,9.9 ounces,$28.97,$27.46,$14.38,13
12.2 x 1.5 x 1.5 inches,B01NAD5TZE,"November 29, 2016",No,China,"#33,273 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #5 in Abrasive Mandrels",None,PKMS2SET,13.6 ounces,$42.80,$30.38,$7.39,13
5.25 x 5.25 x 10.11 inches,B0000AXS0U,"July 1, 2003",No,China,"#23,447 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #28 in Sanding Steel Wool",None,123101,1.76 ounces,$7.58,$27.54,$0.00,13
4.7 x 2.5 x 0.2 inches,B00C3Z9EX4,"March 30, 2013",13209,USA,"#22,710 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #28 in Abrasive Finishing Compounds",None,13209,1.5 ounces,$13.99,$25.75,$4.48,13
None,B000TG80X4,"August 17, 2005",No,USA,"#35,852 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #64 in Abrasive Wheel Brushes",None,72788,4 ounces,$8.40,$27.02,$0.00,13
3.5 x 4.25 x 4.25 inches,B00PB3OL42,"November 5, 2014",33389,USA,"#63,883 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #16 in Power Sander Fiber Backed Abrasive Discs",None,33389,7.4 ounces,$40.87,$29.45,$17.59,13
120 x 108 x 48 inches,B000630J8E,"September 14, 2004",66785,Taiwan,"#36,865 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #4 in Hand Files",None,66785,2 pounds,$43.13,$33.01,$7.64,13
21.5 x 5.3 x 11.5 inches,B0192H44TO,"December 8, 2015",M549,China,"#58,172 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #17 in Power Sand Blasters",None,M549,3.25 pounds,$76.20,$106.80,$16.92,N/A
None,B007I9NJS6,"July 20, 2017",No,China,"#26,490 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #93 in Cut-Off Wheels",None,"DW8062 - 100,PK",9.48 pounds,$168.00,$62.90,$98.82,13
"1.5""L x 1.5""W",B003X5RITK,"July 24, 2010",No,USA,"#44,229 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #12 in Abrasive Grinding Mounted Points",No Color,60051,3.2 ounces,$6.89,$25.80,$0.00,13
"3""L x 3""W",B00176MHWK,"November 9, 2005",DEWALT,Slovakia,"#24,526 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #86 in Cut-Off Wheels",Multi,DW8711,0.32 ounces,$0.99,$25.11,$0.00,13
"4.5""L x 2.5""W x 1""Th",B09M6YBD7R,"November 18, 2021",3M,USA,"#74,127 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #71 in Sanding Blocks",Gold,9566-3PK,2.89 ounces,$12.49,$26.49,$0.00,13
8.75 x 0.5 x 8.75 inches,B000WQO3LY,"January 21, 2009",No,China,"#127,550 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #440 in Power Sander Hook & Loop Discs",Black,RP-STD,2.89 ounces,$14.20,$28.56,$11.24,13
"4.88""L x 0.83""W",B00G0PZ2IO,"October 15, 2013",No,China,"#31,994 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #114 in Power Sander Hook & Loop Discs",Multi,DWASPTRI12,1.58 ounces,$5.65,$25.52,$0.00,13
2.6 x 1.5 x 10 inches,B06ZY2DBSN,"April 13, 2017",Karebac Abrasives,China,"#120,089 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #122 in Sanding Blocks",None,99450,2.39 ounces,$12.95,$26.21,$0.00,13
4.71 x 3.71 x 2.37 inches,B00004RHAN,"June 15, 2006",No,China,"#41,619 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #66 in Abrasive Cup Brushes",Multi,DW4920,9.6 ounces,$11.59,$27.38,$0.00,13
6 x 6 x 1.75 inches,B091J9ZB2Q,"April 1, 2021",POWERTEC,Taiwan,"#107,142 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #111 in Sanding Blocks",None,71621,3.87 ounces,$9.26,$27.24,$0.00,13
"6""L x 6""W",B09Z572NS9,"April 28, 2022",31484,USA,"#92,494 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #330 in Power Sander Hook & Loop Discs",None,31484,10.6 ounces,$68.99,$27.62,$0.00,13
1 x 1 x 1 inches,B000OLI00W,"March 19, 2007",No,USA,"#124,096 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #435 in Power Sander Hook & Loop Discs",Natural,27450,4.8 ounces,$15.99,$27.23,$19.93,13
1 x 1 x 1 inches,B00A9ZPJOS,"October 4, 2012",30662,USA,"#123,198 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #428 in Power Sander Hook & Loop Discs",None,30662,2.11 ounces,$105.77,$27.43,$32.14,13
None,B005B8LZ14,"July 21, 2011",No,Slovenia,"#23,368 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #82 in Cut-Off Wheels",Multi,DW8061B5,1.6 ounces,$8.00,$25.99,$0.00,13
"0.5""L x 0.5""W",B015PK3DKI,"September 8, 2015",Dremel,China,"#23,853 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #29 in Abrasive Finishing Compounds",No Color,520-02,0.01 ounces,$6.29,$25.13,$0.00,13
7.25 x 2.25 x 2.5 inches,B0086RUJDM,"May 28, 2012",Bon Tool,China,"#33,123 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #89 in Scratch Brushes",None,84-129,1 pounds,$15.99,$29.22,$26.41,13
"4.5""L x 4.5""W",B003PFLT3O,"September 13, 2018",Mercer Industries,China,"#83,543 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #22 in Power Sander Fiber Backed Abrasive Discs",None,325045,2.89 ounces,$17.41,$25.71,$5.89,13
