Dimension,ASIN,Date First Available,Manufacturer,Country of Origin,Best Sellers Rank,Color,Item Model Number,Item Weight,Price,AmazonGlobal Shipping,Estimated Import Charges,Day Delivered
6 x 4.5 x 4.5 inches,B001YJNOJK,None,No,Canada,"#75,446 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #26 in Power Sander Fiber Backed Abrasive Discs",None,1116,2.1 pounds,$48.03,$33.45,$20.17,13
"9""L x 9""W",B003NFG6FC,"September 20, 2010",DEWALT,China,"#48,229 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #95 in Grinding Discs",Multi,DW4550,8 ounces,$8.55,$31.05,$18.42,13
7 x 6.9 x 2.1 inches,B00LGZHI80,None,EZ-FLO,Taiwan,"#41,881 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #104 in Scratch Brushes  #12,463 in Hand Tools (Tools & Home Improvement)",Black,45247,0.01 ounces,None,None,None,13
"8.75""L x 0.1""W",B0067NHYJY,"October 30, 2012",Full Circle International Inc.,USA,"#61,518 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #230 in Power Sander Hook & Loop Discs",No Color,SD120-5,4 ounces,$5.49,$27.71,$0.00,13
"0.38""L x 0.38""W",B000030300,"June 6, 2017",No,Italy,"#62,012 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #254 in Sander Sheets  #965 in Abrasive & Finishing Products",Red,502,0.01 ounces,$6.19,$25.42,$0.00,13
9 x 5.75 x 0.38 inches,B000I1THG4,"January 12, 2007",No,USA,"#89,117 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #91 in Sanding Blocks",Multicolor,229,7.4 ounces,$12.99,$27.62,$14.49,13
"3""L x 3""W",B09NF6W6QK,"December 10, 2021",Bosch,China,"#28,445 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #55 in Grinding Discs",None,GW27LM300,2.11 ounces,$4.39,$25.51,$0.00,13
"4.5""L x 4.5""W",B000RH1EVK,"July 2, 2004",DEWALT,Canada,"#34,470 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #122 in Cut-Off Wheels",Multi,DW8807,5.6 ounces,$2.91,$26.39,$0.00,13
6.54 x 5.55 x 4.29 inches,B001RB20BI,None,3M,United Kingdom,"#16,477 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #46 in Sanding Sponges","Gray, Black",CP002-12P,9.9 ounces,$21.75,$29.46,$13.18,13
"6""L x 6""W",B01CZ2Z8S4,"March 14, 2016",31374,USA,"#117,735 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #411 in Power Sander Hook & Loop Discs",None,31374,12 ounces,$62.78,$28.50,$22.44,13
16 x 2.63 x 1.42 inches,B00X3K4TQ0,"April 28, 2015",Motor Guard,USA,"#132,864 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #140 in Sanding Blocks",None,BGR161,7 ounces,$24.99,$27.38,$23.77,13
"5""L x 5""W",B01D635K6G,"March 19, 2016",Karebac,USA,"#65,915 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #27 in Power Sander PSA Discs",None,LR5C80,14.4 ounces,$18.16,$30.54,$12.60,13
5.9 x 8.65 x 1.9 inches,B003AS9KWI,"June 29, 2009",No,China,"#131,161 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #139 in Sanding Blocks",None,FASTBREAK,1.28 ounces,$11.88,$27.65,$10.47,13
1.5 x 10 x 9.3 inches,B0002NYE34,"July 2, 2004",No,USA,"#140,997 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #479 in Power Sander Hook & Loop Discs",Factory,743052-5,4 ounces,$17.17,$29.83,$8.43,13
None,B000H0RZ7O,"July 2, 2004",No,Canada,"#17,808 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #64 in Cut-Off Wheels",Multi,DW8020,2 pounds,$8.45,$34.32,$5.86,13
None,B01JUM34U6,"August 6, 2016",Karebac Abrasives,Morocco,"#142,607 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #484 in Power Sander Hook & Loop Discs",None,6VDZ36,2.68 pounds,$28.09,$35.72,$16.09,13
"6""L x 6""W",B003TQMN6G,None,No,USA,"#91,155 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #324 in Power Sander Hook & Loop Discs",None,30760,10.5 ounces,$58.08,$27.62,$21.14,13
"9""L x 9""W",B08VTS5DC5,"February 3, 2021",DEWALT,Mexico,"#143,579 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #485 in Power Sander Hook & Loop Discs",Multi,DWAS24025P,1.05 pounds,$26.99,$31.35,$14.84,13
3 x 3 x 1.13 inches,B0052IOVYG,"May 4, 2011",Ivy Classic Industries,China,"#13,988 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #24 in Abrasive Wheel Brushes",None,39051,2.89 ounces,$9.01,$25.94,$0.00,13
"6""L x 6""W",B01HPM8MHI,"June 29, 2016",Karebac,USA,"#58,359 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #23 in Power Sander PSA Discs",220 Grit,LR6C220,1.3 pounds,$18.34,$30.38,$12.60,13
"9""L x 9""W",B07SVBQ1SB,"June 5, 2019",WEN,China,"#20,604 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #76 in Power Sander Hook & Loop Discs",None,6369SP180,8.1 ounces,$14.28,$27.62,$11.03,13
6.54 x 6.54 x 6.54 inches,B002J82ZHM,"May 28, 2009",02088,USA,"#183,854 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #613 in Power Sander Hook & Loop Discs",None,02088,6.7 ounces,$69.59,$26.67,$23.59,13
7.83 x 5.87 x 2.87 inches,B09S5BDQXJ,"February 9, 2022",Milescraft,China,"#130,628 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #448 in Power Sander Hook & Loop Discs",None,1621,5.3 ounces,$6.99,$28.78,$0.00,13
"10.5""L x 10.5""W",B003X418BK,"July 23, 2010",No,USA,"#65,558 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #25 in Bench & Pedestal Grinding Wheels",No Color,72390,1 pounds,$27.49,$30.54,$29.21,13
"9""L x 9""W",B0B45H55JB,"June 24, 2022",POWERTEC,China,"#86,966 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #38 in Power Sander PSA Discs",None,110341V,2.05 pounds,$15.69,$33.17,$12.64,13
15 x 4.4 x 3.4 inches,B09BH741LB,"July 29, 2021",Wellington,China,"#131,854 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #25 in Power Sanding Sleeves",None,WRSP80,9.1 ounces,$20.00,$31.28,$13.20,13
0.9 x 1.9 x 4 inches,B0063HCP3E,"June 7, 2013",Wheeler,China,"#50,470 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #69 in Abrasive Finishing Compounds","Black, White",None,1 Ounces,$17.99,$25.35,$22.34,13
11.9 x 11 x 4 inches,B000IHUQ5E,"August 11, 2004",007R,USA,"#179,278 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #62 in Power Sand Blasters",None,007,1.3 pounds,$72.23,$40.95,$10.86,13
None,B0058I3DEE,"May 10, 2011",No,China,"#80,347 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #76 in Scratch Brushes  #8,413 in Hand Tools (Tools & Home Improvement)",Red,77441,3.68 ounces,$9.89,$26.35,$0.00,13
None,B000TGC3X2,"August 17, 2005",No,USA,"#53,016 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #83 in Abrasive Cup Brushes",No Color,72753,8 ounces,$17.99,$30.82,$28.34,13
4.25 x 3.5 x 11 inches,B0000DI7ZC,"October 29, 2008",No,China,"#50,575 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #39 in Sanding Steel Wool",Gray,106107,4 ounces,$6.14,$29.45,$0.00,13
"6""L x 6""W",B004UUAAY2,"April 16, 2011",Century Drill and Tool,China,"#60,296 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #128 in Grinding Discs",None,75861,1.66 pounds,$12.99,$32.77,$21.01,13
None,B001CNE3SO,"September 9, 2006",No,China,"#38,787 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #5 in Hand Files",Gray,RCT-HRM-10,3.87 ounces,$7.99,$25.95,$0.00,13
3 x 3 x 2.13 inches,B011ICBLVK,"June 26, 2015",Ivy Classic Industries,China,"#43,056 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #76 in Abrasive Wheel Brushes",None,38910,8.4 ounces,$15.99,$27.10,$25.27,13
10.2 x 1 x 3.7 inches,B000E4BWCM,"January 1, 2005",No,USA,"#86,999 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #20 in Power Oscillating Tool Sanding Pads  #602 in Power Sanding Discs",Multi,77155,0.16 ounces,$34.99,$35.46,$17.63,13
None,B000TG80WK,"August 17, 2005",No,USA,"#52,502 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #81 in Abrasive Cup Brushes",None,72731,0.01 ounces,$7.74,$28.25,$0.00,13
None,B003XFO4MO,"July 26, 2010",No,China,"#49,900 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #84 in Abrasive Wheel Brushes",None,72741,0.01 ounces,$7.70,$26.95,$0.00,13
4.8 x 4.6 x 1.2 inches,B00RGFZLGU,None,No,USA,"#128,165 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #136 in Sanding Blocks",None,34912,1.06 ounces,$2.79,$26.94,$0.00,13
"4""L x 3""W x 3""Th",B004MW4GGQ,"February 23, 2011",3M,USA,"#63,867 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #360 in Sander Sheets  #2,698 in Abrasive & Finishing Products",Black,CP000-6P-CC,4.6 ounces,$26.52,$27.17,$13.76,13
1 x 1 x 8 inches,B000VYK9OW,"January 16, 2007",No,USA,"#56,076 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #135 in Scratch Brushes",Color: Stainless Steel;,70503,1.4 ounces,$6.99,$25.79,$0.00,13
0.79 x 0.79 x 0.2 inches,B08XNC8HQ1,"October 31, 2021",Amazon,China,"#5,898 in Our Brands (See Top 100 in Our Brands)  #88 in Abrasive Cup Brushes",None,DS-WB-007,12.6 ounces,$16.12,$29.02,$26.41,13
2.9 x 2.9 x 0.6 inches,B0195UTEC0,"July 15, 2009",No,China,"#105,647 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #365 in Power Sander Hook & Loop Discs",Factory,03H-PAD-HL,0.704 ounces,$24.95,$25.27,$6.67,13
"6""L x 6""W",B003IGPEKY,None,No,USA,"#140,243 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #476 in Power Sander Hook & Loop Discs",None,30761,3.2 ounces,$67.44,$27.70,$23.32,13
"9""L x 9""W",B09T3WJ19Z,"February 22, 2022",WEN,China,"#167,680 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #548 in Power Sander Hook & Loop Discs",Red,DW60SP,9.9 ounces,$13.33,$28.45,$11.00,13
"6.7""L x 4""W",B07MYL9Y4W,"January 20, 2019",No,Taiwan,"#41,998 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #7 in Sanding Rolls",Assorted,4RA2100,1.1 pounds,$21.31,$29.46,$13.08,13
5.4 x 0.71 x 7.8 inches,B003R7LBSS,"September 9, 2010",DEWALT,China,"#36,895 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #65 in Abrasive Wheel Brushes",Multi,DW49204,0.32 ounces,$17.63,$26.99,$26.13,13
"3""L x 3""W",B003N9BT4Q,"September 9, 2010",DEWALT,Poland,"#30,130 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #20 in Flap Wheels",Multi,DAFE1H0810,3.52 ounces,$12.17,$26.69,$0.00,13
0.44 x 1 x 7.75 inches,B000CFNIUW,"February 19, 2007",No,USA,"#20,333 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #56 in Scratch Brushes",Brass,70490,0.8 ounces,$3.49,$25.27,$0.00,13
"3""L x 3""W",B004MED9YY,None,No,USA,"#206,656 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #671 in Power Sander Hook & Loop Discs",None,2091,1.6 ounces,$48.68,$25.61,$7.49,13
"6.7""L x 4""W",B07MYL9Y4W,"January 20, 2019",No,Taiwan,"#41,998 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #7 in Sanding Rolls",Assorted,4RA2100,1.1 pounds,$21.31,$29.46,$13.08,13
2.88 x 0.75 x 0.75 inches,B004UUAD1C,"April 16, 2011",Century Drill and Tool,China,"#155,957 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #140 in Scratch Brushes  #16,930 in Hand Tools (Tools & Home Improvement)",None,76203,1.44 ounces,$3.79,$25.35,$0.00,13
"4.63""L x 4.63""W",B0C1QFRBCW,"April 6, 2023",WEN,China,"#72,256 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #159 in Grinding Discs",None,WA0003,2.25 ounces,$9.43,$25.55,$0.00,13
2.5 x 2.75 x 2.5 inches,B00004YYD2,"June 15, 2006",No,USA,"#50,572 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #80 in Abrasive Cup Brushes",No Color,541-786-21/2,0.32 ounces,$12.56,$27.07,$23.45,13
2.88 x 2.88 x 2.25 inches,B011ICB1HY,"June 26, 2015",Ivy Classic Industries,China,"#57,707 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #92 in Abrasive Wheel Brushes",None,38901,10.5 ounces,$15.41,$27.62,$25.27,13
"5""L x 5""W",B07WD3Y4FC,"August 9, 2019",Bosch,Slovenia,"#31,327 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #16 in Angle Grinder Wheels",None,GWX27LM500,6.4 ounces,$2.29,$26.59,$0.00,13
8.75 x 1.5 x 1.5 inches,B073FB35LQ,"June 28, 2017",No,Taiwan,"#54,155 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #12 in Abrasive Mandrels","Silver, Black",PKM-FLC,11.7 ounces,$27.55,$27.90,$0.00,13
7.4 x 3.9 x 1.1 inches,B0014XZMU0,"August 17, 2005",Goldblatt Tools,China,"#137,154 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #142 in Sanding Blocks",None,G15354,7.8 ounces,$13.85,$28.02,$5.76,13
"4.5""L x 4.5""W",B002YCOJRW,"July 1, 2009",TV Non-Branded Items,Mexico,"#164,213 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #350 in Sander Sheets  #2,582 in Abrasive & Finishing Products",Black,9483,3.2 ounces,$12.88,$25.82,$0.00,13
4.5 x 4.5 x 1.19 inches,B00D8FZ83S,"June 5, 2013",DEWALT,Turkey,"#42,085 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #58 in Flap Discs",Multi,DWA8207H,5.6 ounces,$6.94,$26.39,$0.00,13
3 x 3 x 3 inches,B001F527SW,"September 16, 2008",Dico Products,China,"#63,934 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #104 in Abrasive Wheel Brushes",Assorted,7500037,3.2 ounces,$27.62,$28.53,$32.31,13
1.8 x 9.4 x 10.9 inches,B003ELTZ1W,"March 25, 2010",No,China,"#208,988 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #679 in Power Sander Hook & Loop Discs",None,22509,4.9 ounces,$14.29,$28.53,$11.24,13
"2""L x 2""W",B097MY1VY9,"August 2, 2021",36527,USA,"#98,384 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #54 in Power Sander Quick Change Discs",None,36527,4 ounces,$46.22,$27.11,$18.28,N/A
0.62 x 1.89 x 4 inches,B015PK3B8C,"September 8, 2015",No,China,"#72,020 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #1 in Abrasive Flat End Brushes",No Color,405-02,0.32 ounces,$5.19,$25.09,$0.00,13
14.25 x 3.75 x 1.75 inches,B094R9YWM1,"May 12, 2021",Forney Industries,China,"#133,883 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #119 in Scratch Brushes  #14,388 in Hand Tools (Tools & Home Improvement)",None,70511A,10.2 ounces,$10.49,$28.68,$0.00,13
"5.5""L x 2.75""W",B005YUJNJK,"November 7, 2011",Sungold Abrasives,USA,"#58,112 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #22 in Power Sander PSA Discs",None,22-45220,9.9 ounces,$24.49,$27.46,$13.35,13
"3.75""L x 2.63""W x 1""Th",B0061JM4GC,"November 11, 2011",No,USA,"#167,417 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #175 in Sanding Blocks",Black/White,908NA-3P-CC,2.82 ounces,$9.99,$26.17,$0.00,13
"8""L x 8""W",B08FC2WYWZ,"August 6, 2020",POWERTEC,China,"#171,904 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #75 in Power Sander PSA Discs",None,110541,1.26 pounds,$15.67,$30.02,$11.90,13
5.16 x 3.4 x 7.8 inches,B00004YMDN,"July 2, 2004",DEWALT,China,"#79,261 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #116 in Abrasive Cup Brushes",Multi,DW4916,1.65 pounds,$17.89,$31.57,$28.71,13
4.21 x 4.06 x 3.19 inches,B08HW3CBWY,"November 3, 2020",DNA MOTORING,China,"#49,327 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #83 in Abrasive Wheel Brushes",None,TOOLS-00124,4.9 ounces,$6.99,$26.56,$0.00,13
7 x 7 x 0.06 inches,B005L6YVXA,"October 10, 2013",DEWALT,Slovakia,"#37,234 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #126 in Cut-Off Wheels",Multi,DW8065S,2.72 ounces,$2.99,$25.79,$0.00,13
"7""L x 7""W",B000CNO74U,"July 2, 2004",DEWALT,Turkey,"#62,462 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #95 in Flap Discs",Multi,DW8327,8 ounces,$7.29,$28.14,$0.00,13
12 x 1.63 x 1.25 inches,B0019COUIQ,"May 23, 2008",No,USA,"#170,869 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #181 in Sanding Blocks",Factory,BG12-1,3.2 ounces,$16.99,$26.99,$15.57,13
1.06 x 3.56 x 4.56 inches,B00143WIP2,None,3M,USA,"#101,742 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #137 in Sanding Blocks",Large Sponge,30904FSA,0.8 ounces,$6.97,$25.44,$0.00,13
11.3 x 24.5 x 0.9 inches,B08V8T9P24,"January 27, 2021",DEWALT,China,"#61,771 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #81 in Sanding Disc Backing Pads",Multi,DABP7SR58,6.7 ounces,$12.20,$27.19,$5.48,13
None,B003XFR6BK,"July 26, 2010",No,USA,"#60,734 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #95 in Abrasive Wheel Brushes",None,72749,1 pounds,$21.91,$29.66,$29.84,13
"6""L x 6""W",B000RH1E7O,"July 2, 2004",DEWALT,China,"#75,615 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #203 in Cut-Off Wheels",Multi,DW4626,8 ounces,$9.44,$27.82,$0.00,13
None,B000TG60HC,"August 17, 2005",No,China,"#63,474 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #100 in Abrasive Wheel Brushes",None,72758,1.29 pounds,$22.95,$30.34,$30.75,13
4.5 x 4.5 x 1.19 inches,B01601F6KG,"September 29, 2015",DEWALT,Argentina,"#25,642 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #41 in Flap Discs",Multi,DWA8281H,5.3 ounces,$8.95,$26.31,$0.00,13
2 x 2 x 1 inches,B003X5T7SA,"July 24, 2010",No,USA,"#82,408 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #25 in Abrasive Grinding Mounted Points",No Color,60055,1.6 ounces,$6.49,$26.04,$0.00,13
"3""L x 3""W",B01I91RIZ6,"July 10, 2016",No,"Korea, Republic of","#67,234 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #184 in Cut-Off Wheels",Multi,1972918,2.08 ounces,$13.00,$25.95,$0.00,13
"8.75""L x 8.75""W",B003QKOONU,"June 8, 2010",No,USA,"#178,551 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #594 in Power Sander Hook & Loop Discs",Xx3,SD150-5,3.2 ounces,$7.52,$26.39,$0.00,13
"4.5""L x 4.25""W",B07DB3VRM2,"May 25, 2018",WEN,China,"#154,769 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #517 in Power Sander Hook & Loop Discs",None,6304SP120,2.99 ounces,$10.22,$26.86,$0.00,13
1 x 2 x 2 inches,B001AHQNXK,"May 30, 2008",No,China,"#98,110 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #257 in Cut-Off Wheels",None,CWDG1M415,0.64 ounces,$1.49,$25.47,$0.00,13
"6""L x 6""W",B01HSJ1CXE,"June 30, 2016",No,"Korea, Republic of","#83,835 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #221 in Cut-Off Wheels",Multi,1972923,3.2 ounces,$20.21,$26.67,$7.67,13
None,B000X3D3CG,"September 9, 2010",No,Turkey,"#37,660 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #53 in Flap Discs",Multi,DW8250,0.32 ounces,$6.39,$26.31,$0.00,13
"5""L x 3""W",B09BNF32VB,"August 2, 2021",POWERTEC,China,"#100,388 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #354 in Power Sander Hook & Loop Discs",None,4R13500,12 ounces,$9.99,$27.98,$0.00,13
0.61 x 4.88 x 5.97 inches,B00EMFO6BI,"November 20, 2010",No,Germany,"#223,550 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #722 in Power Sander Hook & Loop Discs",Black,RS035,2.24 ounces,$16.50,$25.59,$5.78,13
"5""L x 5""W",B00004TQHB,"January 1, 2008",DEWALT,Turkey,"#62,063 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #94 in Flap Discs",Multi,DW8317,0.32 ounces,$6.59,$25.79,$0.00,13
7.75 x 5.25 x 1 inches,B01G3GBEQS,"May 24, 2016",Mercer Tool Corp. - Tools,China,"#32,864 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #61 in Abrasive Wheel Brushes",.020 Stainless Steel (With Metric Adapters),186520,10.2 ounces,$11.43,$27.54,$0.00,13
2.46 x 6 x 1.61 inches,B00004YMDF,"June 15, 2006",Yes,Spain,"#84,183 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #2 in Abrasive Flat End Brushes",None,DW4901,2.89 ounces,$5.77,$25.71,$0.00,13
"4.88""L x 0.83""W",B00FMHQ2GC,"October 4, 2013",No,China,"#183,710 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #612 in Power Sander Hook & Loop Discs",Multi,DWASPTRI3,1.76 ounces,$5.65,$25.64,$0.00,13
6.42 x 6.38 x 2.6 inches,B072JWHJPQ,"June 6, 2017",01423,"Korea, Republic of","#186,837 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #621 in Power Sander Hook & Loop Discs",None,01423,11.4 ounces,$38.98,$28.05,$16.83,13
2 x 3.88 x 17.75 inches,B001CZJ4JK,"August 13, 2008",Powerbuilt,USA,"#72,704 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #26 in Flex Hones",Black,648439,1.04 pounds,$23.99,$29.14,$26.93,13
"5""L x 5""W",B003X5TDDE,"July 24, 2010",Forney,USA,"#81,412 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #216 in Cut-Off Wheels",None,72375,2.5 pounds,$31.96,$36.52,$30.56,13
2 x 7.5 x 9.5 inches,B00FAN3OD2,"September 17, 2013",HomeRight,China,"#228,809 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #184 in Scratch Brushes  #25,027 in Hand Tools (Tools & Home Improvement)",Black,C800948.M,5.3 ounces,$12.29,$28.99,$24.31,13
"6""L x 6""W",B00004YMFV,"July 2, 2004",Yes,China,"#93,099 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #199 in Grinding Discs",Multi,DW4624,2.4 ounces,$4.60,$27.38,$0.00,13
"7""L x 7""W",B000RGZDMM,"July 2, 2004",No,China,"#90,256 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #195 in Grinding Discs",Multi,DW4548,8 ounces,$6.89,$28.98,$0.00,13
0.91 x 2.95 x 9.06 inches,B0754X9ZHP,"August 25, 2017",Prime-Line,China,"#88,580 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #185 in Scratch Brushes",Red,RP77261,2.24 ounces,$5.29,$25.71,$0.00,13
"4""L x 4""W",B000244Y92,"April 1, 2004",No,Japan,"#119,144 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #267 in Sander Sheets  #1,877 in Abrasive & Finishing Products",Factory,742531-0,0.16 ounces,$6.67,$25.53,$0.00,13
1 x 1 x 1 inches,B003R7LBR4,"September 9, 2010",DEWALT,China,"#202,573 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #168 in Scratch Brushes  #22,164 in Hand Tools (Tools & Home Improvement)",Multi,DW49102,2.27 pounds,$17.39,$34.05,$29.78,13
"9""L x 9""W",B09T3WKDN6,"February 22, 2022",WEN,China,"#119,078 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #413 in Power Sander Hook & Loop Discs",Red,DW150SP,8.1 ounces,$13.33,$27.76,$10.84,13
6.77 x 6.3 x 2.72 inches,B07SWF9VPG,"June 5, 2019",WEN,China,"#175,847 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #37 in Power Sanding Sleeves",None,6535SPA,9.7 ounces,$14.67,$28.32,$11.29,13
12 x 12 x 0.13 inches,B007C6PQ8G,"December 6, 2012",No,China,"#91,315 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #243 in Cut-Off Wheels",Multi,DWA8032,1 pounds,$8.99,$30.54,$18.39,13
0.61 x 4.88 x 6 inches,B00EMFO6G8,"March 29, 2013",Bosch,China,"#165,832 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #543 in Power Sander Hook & Loop Discs",Random,RS033,2.08 ounces,$12.85,$25.59,$0.00,13
"2""L x 2""W",B000KL3WX6,"January 16, 2007",No,USA,"#72,660 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #23 in Abrasive Grinding Mounted Points",Silver and Grey,60028,1.6 ounces,$6.99,$25.59,$0.00,13
"6""L x 6""W",B001YJNOOK,None,No,Canada,"#139,213 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #61 in Power Sander PSA Discs",None,1117,8.6 ounces,$32.03,$28.98,$15.44,13
7.69 x 6.5 x 6.5 inches,B0008JHC4A,"January 24, 2007",No,China,"#69,186 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #82 in Abrasive Finishing Compounds",White,12019,15.29 pounds,$30.98,$86.12,$22.71,N/A
1.1 x 1.6 x 2 inches,B0063HCQ7Y,"November 4, 2011",Wheeler,China,"#69,511 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #83 in Abrasive Finishing Compounds","Black, White",None,1 Ounces,$19.75,$25.35,$9.52,13
6.06 x 3.58 x 1.89 inches,B09FPBQ1KZ,"October 4, 2021",Dremel,Taiwan,"#79,873 in Industrial & Scientific (See Top 100 in Industrial & Scientific)  #21 in Abrasive Mandrels",Clear,727-01,4.5 ounces,$13.27,$26.17,$10.45,13
"9""L x 9""W",B09T3X69J4,"February 22, 2022",WEN,China,"#117,957 in Tools & Home Improvement (See Top 100 in Tools & Home Improvement)  #412 in Power Sander Hook & Loop Discs",Red,DW180SP,7 ounces,$13.33,$26.98,$10.66,13
