Dimension,ASIN,Date First Available,Manufacturer,Country of Origin,Best Sellers Rank,Color,Item Model Number,Item Weight,Price,AmazonGlobal Shipping,Estimated Import Charges,Day Delivered
7.09 x 1.5 x 9.53 inches,B000HLZXH2,"November 24, 2006",Startech.com,Taiwan,#50 in Computer Cases,None,BRACKETFDBK,2.39 ounces,$7.99,$27.10,$0.00,15
17.3 x 7.3 x 16.2 inches,B095VYKSQZ,"May 26, 2021",Antec,China,#205 in Computer Cases,Black,VSK4000E-U3_US,10.13 pounds,$56.99,$118.05,$20.52,15
18.39 x 8.66 x 19.13 inches,B08PT8SRZG,"January 7, 2021",Antec,China,#183 in Computer Cases,DF700 FLUX,DF700 FLUX,16.3 pounds,$94.99,$168.70,$30.38,N/A
2.28 x 2.28 x 6.97 inches,B08VVPPPZK,"February 6, 2021",No,China,#73 in Computer Cases,Black/Clear,MCA-U000R-GSBTG-00,4.9 ounces,$24.99,$27.11,$6.88,15
3 x 2.4 x 0.6 inches,B07RC8F2L3,"May 1, 2019",Sabrent,China,#51 in KVM Switches,Black,USB-USS4,9.9 ounces,$26.99,$30.60,$7.49,15
8.27 x 5.28 x 1.5 inches,B076M3ZLKF,"October 19, 2017",Startech.com,China,#105 in External Solid State Drives,None,S351BMU33ET,1.12 pounds,$56.99,$34.21,$11.22,15
5.3 x 1.9 x 6.5 inches,B00ODEGWN8,"August 30, 2017",No,Thailand,#347 in External Hard Drives,Black,WDBWLG0040HBK-NESN,4.8 ounces,$129.99,$34.73,$0.00,15
25 x 21.7 x 13.1 inches,B08M9HKJBL,"May 11, 2020",Fractal Design,China,#231 in Computer Cases,Black TG Dark,FD-C-MES2A-02,23.1 pounds,$159.99,$223.68,$43.71,15
26.22 x 11.46 x 24.65 inches,B09TL7Z2DZ,"February 28, 2022",Cooler Master,China,#375 in Computer Cases,Black,9B11-119-433,55.3 pounds,$499.99,$411.74,$102.37,15
23 x 15 x 21 inches,B0BQD5J39S,"December 18, 2022",ASUS,China,#449 in Computer Cases,GT502 TUF GAMING CASE/WHT,GT502/WHT/TG//,28 pounds,$154.99,$241.96,$45.18,15
7.75 x 4.5 x 1.68 inches,B09XSYVR33,"April 12, 2022",Oyen Digital,Thailand,#637 in External Hard Drives,None,3N1-C-20T-BL,3 pounds,$479.00,$38.92,$0.00,15
11.8 x 21.4 x 11 inches,B0C7SJVFVH,"June 12, 2023",Thermaltake,China,#163 in Computer Cases,Black,CA-1X9-00S1WN-00,16.98 pounds,$99.99,$187.93,$67.96,15
4.25 x 2.5 x 0.5 inches,B0CD63N5G2,"July 30, 2023",Fantom Drives,USA,#118 in External Solid State Drives,Black,TB3X-3000N4TB,9 ounces,$436.36,$27.38,$52.60,15
4.75 x 3 x 0.9 inches,B07MMTN3MG,"December 10, 2018",No,USA,#357 in External Hard Drives,black,AFL3-5TB,1 pounds,$429.34,$30.34,$52.15,N/A
18.15 x 10.43 x 6.81 inches,B0BVCXFMDH,"February 9, 2023",QNAP,Taiwan,#233 in External Hard Drives,Diskless,None,4.58 pounds,$160.99,$62.00,$25.86,15
3 x 3 x 1.7 inches,B0D37ZJFND,"May 3, 2024",StarTech.com,China,#30 in External Disc Duplicators,Black,M2-HDD-DUPLICATOR-N1,4.6 ounces,$198.45,$27.33,$0.00,N/A
0.8 x 3.36 x 4.66 inches,B09ZLTFC5B,"September 1, 2022",No,USA,#402 in External Hard Drives,Moon Silver,STLP4000400,6.3 ounces,$149.99,$28.34,$20.89,15
21.42 x 9.53 x 20.87 inches,B09XQS5GJN,"December 1, 2022",Fractal Design,China,#304 in Computer Cases,RGB White - Clear tint,FD-C-TOR1A-07,28.6 pounds,$229.99,$269.69,$56.60,15
21.42 x 20.12 x 11.1 inches,B084RSCFD4,"February 13, 2020",Thermaltake,China,#394 in Computer Cases,Black,CA-1Q5-00M1WN-00,3.3 pounds,$63.99,$165.83,$26.62,15
18.11 x 9.09 x 16.33 inches,B0CDQTTH89,"August 4, 2023",Cooler Master,China,#650 in Computer Cases,Macaron,Q500-DGNN-S00,22 pounds,$96.99,$131.96,$26.51,15
4.22 x 2.95 x 0.44 inches,B0844MSVD3,"February 7, 2020","Western Digital Technologies, Inc.",Thailand,#421 in External Hard Drives,Blue,WDBYVG0010BBL-WESN,6.3 ounces,$69.99,$26.59,$0.00,15
2.81 x 0.79 x 2.81 inches,B0C3B18PKT,"May 8, 2023",Transcend,Taiwan,#107 in External Solid State Drives,Black,TS256GESD310C,0.16 ounces,$41.99,$25.44,$8.58,15
7.1 x 7 x 2.4 inches,B01A27IUUM,"January 1, 2016",No,China,#89 in External CD & DVD Drives,Black,SDRW-08U7M-U/BLK/G/AS,8 ounces,$29.00,$29.30,$7.57,15
15.55 x 8.27 x 17.72 inches,B07RW8GLQJ,"June 6, 2019",No,China,#317 in Computer Cases,Black,CC-9011173-WW,14.33 pounds,$127.53,$135.63,$30.32,15
8.74 x 11.22 x 7.13 inches,B07MNC3JCB,"December 1, 2018",No,China,#469 in Computer Cases,SG13B-USA,SST-SG13B-USA,5.44 pounds,$64.99,$66.22,$15.66,15
10.67 x 7.87 x 18.03 inches,B0BW4N75LD,"June 1, 2023",Corsair,China,#695 in Computer Cases,Black,CC-9011244-WW,9.92 pounds,$119.99,$117.82,$27.50,15
26.22 x 11.46 x 24.65 inches,B0B57G9BHC,"September 22, 2022",Cooler Master,China,#614 in Computer Cases,Black,9B11-119-437,43.1 pounds,$299.99,$420.24,$81.10,15
7.1 x 8.2 x 1.1 inches,B09CZDCTVT,"August 18, 2021",StarTech.com,Taiwan,#12 in External Disc Duplicators,None,SM2DUPE11,6.24 pounds,$851.63,$49.93,$101.24,15
18.46 x 11.22 x 15.75 inches,B0CWTPC32W,"March 1, 2024",Antec,China,#211 in Computer Cases,C5 ARGB White,C5 ARGB WHITE,16.8 pounds,$119.99,$186.02,$35.09,15
18.81 x 8.23 x 18.63 inches,B07PJ18S78,"March 7, 2019",Cooler Master,China,#396 in Computer Cases,NR600,MCB-NR600-KGNN-S00,0.282 ounces,$89.99,$173.23,$30.32,15
2.95 x 1.61 x 0.43 inches,B0CHFZWR7H,"March 12, 2024",Lenovo,China,#134 in External Solid State Drives,Silver,GXB1M24165,1.27 ounces,$124.99,$26.02,$17.86,15
7 x 16.8 x 18.6 inches,B074LRNC44,"August 11, 2017",No,USA,#214 in Computer Cases,Black,MX330-X,11 pounds,$47.99,$136.68,$21.59,15
19.69 x 10.55 x 21.06 inches,B0BDQKYQHS,"September 9, 2022",Thermaltake,China,#667 in Computer Cases,White,CA-1G4-00M6WN-09,31.5 pounds,$139.99,$153.27,$33.65,15
9.76 x 6.85 x 10.51 inches,B097C952J6,"May 27, 2021",Western Digital,China,#650 in External Hard Drives,Black,SDPH34H-024T-NBAAB,21.7 pounds,"$1,899.99",$118.04,$0.00,15
20.55 x 9.06 x 20.55 inches,B0BYJ7GC12,"March 15, 2023",Antec,China,#385 in Computer Cases,Performance 1 ARGB,Performance 1 FT ARGB,32.8 pounds,$153.97,$229.51,$43.69,N/A
2.4 x 2.32 x 0.83 inches,B074TYDJK2,"August 15, 2017",No,China,#64 in KVM Switches,Black,USB-SW30,1.41 ounces,$15.13,$26.75,$5.76,15
8.31 x 14.61 x 6.81 inches,B09SL8P15C,"February 16, 2022",Phanteks,None,#391 in Computer Cases,Black,PH-ES121XT_DBK01,9.26 pounds,None,None,None,N/A
7.36 x 4.76 x 8.27 inches,B00KT3BEAS,"June 27, 2014",StarTech.com,China,"#6 in External Disc Duplicators  #396 in Internal Hard Drives  #5,141 in Computer Internal Components",None,SDOCK2U33RE,1.1 pounds,$83.20,$33.93,$14.09,N/A
7.5 x 2.8 x 7.3 inches,B006HUMYCO,"December 4, 2011",No,China,#109 in External CD & DVD Drives,Black,SDRW-08D2S-U/BLK/G/AS,1.59 ounces,None,None,None,N/A
None,B092441BHJ,"April 9, 2021",Montech,China,#246 in Computer Cases,White,X3 MESH,13.8 pounds,None,None,None,5
15.56 x 18.11 x 8.27 inches,B0BHHCJQMB,"October 5, 2022",Thermaltake,China,#450 in Computer Cases,Black,CA-1X3-00M1WN-00,4.8 pounds,None,None,None,5
21.3 x 20.6 x 11.5 inches,B0CXDVG23P,"March 7, 2024",GAMIAS,China,#729 in Computer Cases,Black,ATLAS M1,17.71 pounds,None,None,None,N/A
4.45 x 1.46 x 6.93 inches,B086Q3DJHF,"April 23, 2020",No,Thailand,#103 in External Solid State Drives,Black,53250,3.53 ounces,None,None,None,N/A
6.3 x 3.94 x 7.09 inches,B07Y2PRTWY,"August 24, 2019","Western Digital Technologies, Inc.",Thailand,#520 in External Hard Drives,Black,WDBFBE0240JBK-NESN,6.95 pounds,$829.99,$53.04,$99.19,15
22.3 x 12.9 x 23.6 inches,B0C57RVDZQ,"May 14, 2023",Thermaltake,China,#365 in Computer Cases,Black,CA-1X6-00F1WN-00,36.8 pounds,$179.94,$330.50,$57.79,15
5.19 x 3.18 x 0.75 inches,B078YGB7DJ,"January 14, 2018",No,USA,#434 in External Hard Drives,Blue,TS4TSJ25H3B,10.4 ounces,$118.99,$28.50,$17.47,15
10.87 x 10.24 x 12.44 inches,B015UDUAKG,"September 17, 2015",No,China,#440 in Computer Cases,White,CA-1B8-00S6WN-01,7.04 pounds,$56.08,$95.76,$17.95,15
14.4 x 6.8 x 15.5 inches,B095VLKXZD,"May 26, 2021",Antec,China,#459 in Computer Cases,Black,VSK3000E-U3_US,7.83 pounds,$57.99,$93.31,$17.89,15
15.56 x 18.11 x 8.27 inches,B0BHH3BS49,"October 5, 2022",Thermaltake,China,#824 in Computer Cases,White,CA-1X3-00M6WN-00,4.8 pounds,$79.99,$130.31,$24.45,15
None,B0CRZFX4J1,"January 15, 2024",Transcend,Taiwan,#189 in External Solid State Drives,Soft Gray,TS2TESD320A,0.917 ounces,$199.99,$25.51,$26.13,15
6 x 3.7 x 2.6 inches,B01CL6QD24,"March 5, 2016",Data Locker,USA,#729 in External Hard Drives,None,MXKB1B002T5001FIPS-B,12 ounces,$389.49,$28.86,$0.00,15
5.63 x 4.09 x 1.54 inches; 7.36 ounces,B0D1YKLKFR,"May 16, 2024","Western Digital Technologies, Inc.",Thailand,#519 in External Hard Drives,None,WDBR9S0060BRD-WESN,7.4 ounces,$184.99,$27.54,$0.00,N/A
19.29 x 8.27 x 18.5 inches,B0CNV8X7JV,"November 23, 2023",Antec,China,#159 in Computer Cases,NX416 L,NX416L,14.08 pounds,$92.84,$157.51,$28.89,N/A
24.5 x 13 x 24.5 inches,B08NW5741Z,"November 18, 2020",be quiet!,China,#613 in Computer Cases,Black,BG039,27.8 pounds,$169.90,$246.70,$47.37,N/A
18.5 x 11.81 x 18.66 inches,B0CWJ6K8GV,"February 27, 2024",MSI,China,#750 in Computer Cases,Black,MEG MAESTRO 700L PZ,30.1 pounds,$378.31,$297.35,$76.14,15
17.75 x 8 x 15.25 inches,B0926ZNNYV,"April 9, 2021",In Win,China,#342 in Computer Cases,Black,EN708X.B3,7.79 pounds,$56.11,$92.70,$17.61,15
16.1 x 8.54 x 17.83 inches,B074DQVB97,"August 10, 2017",No,Afghanistan,#216 in Computer Cases,Blackout - TG,FD-CA-MESH-C-BKO-TG,14.3 pounds,$99.97,$165.64,$30.59,15
3.77 x 1.8 x 2.38 inches,B093HJRJ2S,"May 26, 2021","Western Digital Technologies, Inc.",Malaysia,"#17,497 in Video Games (See Top 100 in Video Games)  #185 in External Solid State Drives  #726 in Mac Games & Accessories",Black,WDBAMF0010BBW-WESN,4.8 ounces,$109.99,$27.22,$16.33,15
21.1 x 20.15 x 11.5 inches,B0D1MM3961,"April 13, 2024",Thermaltake,China,#833 in Computer Cases,Black,CA-1Y7-00M1WN-01,14 pounds,$103.68,$165.34,$30.97,15
25.5 x 23 x 12 inches,B0B46BGBBN,"August 18, 2022",Lian Li,Afghanistan,#909 in Computer Cases,Black,LANCOOL 3-X Black,36.4 pounds,$149.99,$244.08,$44.87,15
5.25 x 0.31 x 1.66 inches,B08FT3RPNX,"August 13, 2020",Transcend Information,Taiwan,#409 in External Hard Drives,Iron Gray,TS4TSJ25M3C,12.5 ounces,$141.97,$28.86,$0.00,15
20.6 x 20 x 11.5 inches,B0CSSW795K,"February 21, 2024",NZXT,China,#611 in Computer Cases,Starfield White,None,18.01 pounds,$129.99,$160.99,$33.41,15
18.11 x 9.09 x 16.33 inches,B0CDQSVNT4,"August 4, 2023",Cooler Master,China,#547 in Computer Cases,White,Q500-WGNN-S00,17.19 pounds,$81.99,$107.78,$22.17,15
18.5 x 13.1 x 20.2 inches,B07BFGYLJZ,"March 13, 2018",No,China,#550 in Computer Cases,White,CA-1G4-00M6WN-05,27 pounds,$137.67,$145.29,$32.51,15
19.1 x 9.3 x 20.5 inches,B0CZW6NLJL,"April 6, 2024",ASUS,China,#431 in Computer Cases,GT302 ARGB BLACK,None,30.6 pounds,$149.99,$221.04,$42.30,15
6.7 x 5.6 x 2.5 inches,B08WDCPLL9,"February 10, 2021",DataLocker,USA,#579 in External Hard Drives,None,DL4-2TB-FE,1.05 pounds,$494.39,$29.30,$0.00,15
3.13 x 1.44 x 0.43 inches,B0BGJ2HWZX,"October 11, 2022",Corsair,Taiwan,#253 in External Solid State Drives,Black,CSSD-EX100U1TB,0.784 ounces,$104.99,$25.60,$15.59,15
5.82 x 2.7 x 1.05 inches,B01LGPH3A2,"October 13, 2016",Startech.com,Taiwan,#17 in External Disc Duplicators,None,SATSASDUPE11,1.39 pounds,"$1,109.54",$45.94,$129.46,15
20.94 x 20 x 11.46 inches,B0BQSL8JG2,"April 4, 2023",NZXT,Taiwan,#157 in Computer Cases,White,CC-H51FW-R1,2.2 pounds,$99.99,$157.61,$29.70,15
17 x 8.4 x 17.7 inches,B0BJ14WPT5,"October 12, 2022",MSI,China,#819 in Computer Cases,Black,9B11-320-052,2.2 pounds,$339.99,$306.75,$72.93,15
16.65 x 8.27 x 19.68 inches,B0BP4B8QX3,"July 13, 2023",Cooler Master,China,#573 in Computer Cases,White,TD500V2-WGNN-S00,16.94 pounds,$94.99,$193.53,$33.13,15
23.5 x 21.5 x 14 inches,B0CPRMV8T6,"December 7, 2023",MSI,China,#959 in Computer Cases,Black,MAG PANO M100R PZ,24.3 pounds,None,None,None,N/A
22.83 x 20.47 x 11.42 inches,B07TTKNRYY,"July 5, 2019",be quiet!,None,#528 in Computer Cases,Black,BGW34,16.5 pounds,None,None,None,5
20.67 x 10.83 x 17.72 inches,B0B53MKQ9Y,"June 25, 2022",ARESGAME,China,#423 in Computer Cases,Black,None,7.48 pounds,None,None,None,8
4.88 x 3.31 x 0.75 inches,B071XVJB1F,"April 28, 2017",iStorage,United Kingdom,#747 in External Hard Drives,None,IS-DA2-256-1000-B,1.13 ounces,None,None,None,N/A
7.7 x 2.3 x 0.1 inches,B0CN3Y5DN2,"December 5, 2023",Cooler Master,China,#312 in Computer Cases,Aluminum,MCA-U000R-AGSBTG-00,15.8 ounces,None,None,None,N/A
15.2 x 9.1 x 15 inches,B0CXH9PY82,"March 26, 2024",Cooler Master,China,#424 in Computer Cases,White,Q300LV2-WGNN-S00,11.48 pounds,None,None,None,N/A
19.3 x 12.2 x 19.5 inches,B0C8H7JQV1,"June 19, 2023",GAMDIAS,China,#599 in Computer Cases,Black,NESO P1 B,29.5 pounds,$193.74,$268.93,$52.49,15
17.26 x 8.03 x 17.8 inches,B0BMWFFB9Z,"November 18, 2022",SilverStone Technology,China,#447 in Computer Cases,Black,SST-FA513-B-C,14.62 pounds,$93.62,$135.82,$26.57,15
1.75 x 4.75 x 4.75 inches,B07KPVQNMW,"November 19, 2018",Micronet Technology -- Dropship,USA,#542 in External Hard Drives,Black,DVR2KEUB,3 pounds,$115.04,$39.75,$0.00,15
1.75 x 4.75 x 4.75 inches,B07KQ2WSJ8,"November 19, 2018",Fantom Drives,USA,#484 in External Hard Drives,Black,DVR4KEUB,3.59 pounds,$134.95,$39.67,$20.48,15
7.7 x 1.7 x 4.7 inches,B00D0BIRWE,"May 23, 2013",No,USA,#277 in External Hard Drives,Black,GFP4000EU3,2.5 pounds,$144.09,$38.99,$0.00,15
22.09 x 11.97 x 22 inches,B09MLYYT7S,"December 5, 2021",Lian Li,Afghanistan,#497 in Computer Cases,Black,LAN2MRX,26.4 pounds,$126.55,$189.82,$36.22,15
5.2 x 3.4 x 0.73 inches,B0D1ZBHCHM,"April 17, 2024",Oyen Digital,"Korea, Republic of",#405 in External Solid State Drives,Black,U32-C-SS-8T-G-TAA,9.9 ounces,$705.33,$27.46,$82.50,15
15.67 x 14.21 x 7.8 inches,B093XZVW7M,"April 26, 2021",SilverStone Technology,China,#934 in Computer Cases,Black,CS-PS16B-X,9.88 pounds,$72.99,$99.44,$20.24,N/A
309 x 482 x 10.2 inches,B0010SY3L8,"June 22, 2007",CS200MB,None,#818 in Computer Cases,Black,CS200MB,8 pounds,$105.99,$88.33,$22.67,15
18.23 x 9.65 x 18.7 inches,B0C8C3W4VD,"June 16, 2023",Thermaltake,China,#512 in Computer Cases,Snow,CA-1Y2-00M6WN-00,17.2 pounds,$89.99,$185.26,$31.66,15
26.7 x 10.99 x 26.54 inches,B0BN3TZR5G,"January 5, 2023",LIAN LI,China,#989 in Computer Cases,Black,V3000PX,72.6 pounds,$499.99,$483.24,$110.32,15
4.72 x 2.4 x 0.59 inches,B0CCBSRZDP,"July 19, 2023",Apricorn,USA,#355 in External Solid State Drives,Information Not Available,ANVX-2TB,6.6 ounces,$633.05,$28.86,$74.62,N/A
7.25 x 1.5 x 4.5 inches,B006U6LYMG,"December 23, 2011",No,USA,#571 in External Hard Drives,2 TB,ADT-3PL256-2000,2.5 pounds,$175.99,$37.04,$0.00,15
8.7 x 5.1 x 1.7 inches,B00006B8DA,"June 29, 2004",No,China,#697 in KVM Switches,Black,STH-SV431USB,2.17 pounds,$99.99,$35.80,$16.17,15
20 x 9.6 x 20.7 inches,B0BRNX4B5Q,"January 4, 2023",Thermaltake,China,#514 in Computer Cases,Black,CA-1X5-00M1WN-00,23.2 pounds,$134.99,$207.06,$39.08,15
23.43 x 12.2 x 22.95 inches,B09J5DSD5F,"October 11, 2021",Coolermaster,China,#298 in Computer Cases,Black,H500-KGNN-S00,24.3 pounds,$97.99,$217.38,$36.12,15
8.7 x 3.4 x 9.2 inches,B0CXLTTXM9,"March 9, 2024",InWin,China,"#1,138 in Computer Cases",Gold,None,4.66 pounds,$99.00,$43.62,$16.93,15
20.6 x 17.3 x 10.5 inches,B0D2JQLSRV,"April 23, 2024",SilverStone Technology,China,"#1,205 in Computer Cases",Black,SST-RM600,46.6 pounds,$699.99,$343.16,$116.97,15
7.36 x 4.96 x 1.73 inches,B0CQN4X3YN,"December 21, 2023",ASUS,China,#154 in External Solid State Drives,None,TUF Gaming AS1000/BLK/G/AS,9.1 ounces,$115.90,$27.26,$16.99,15
9.84 x 18.97 x 21.57 inches,B0BXMT1Q69,"March 7, 2023",GIGABYTE,China,#911 in Computer Cases,Black,GB-AC500G,23.4 pounds,$234.99,$232.67,$53.03,15
2.25 x 1 x 4 inches,B004HXGJ3S,"October 15, 2010",Vantec,China,#25 in External Sound Cards,None,NBA-200U,9.6 ounces,$27.99,$28.74,$7.39,15
7.44 x 1.52 x 4.83 inches,B013P0JGEW,"August 30, 2015",No,China,#395 in External Hard Drives,Black,HD-LX4.0TU3,2.09 pounds,$113.64,$35.64,$0.00,N/A
5.24 x 3.98 x 1.38 inches,B09RQB3961,"February 2, 2022",PNY,Taiwan,#183 in External Solid State Drives,Black,PSD0CS2160-500-RB,3.52 ounces,$57.99,$25.87,$10.40,15
7.24 x 5.59 x 4.76 inches,B08BWZCY56,"September 15, 2020",Cooler Master,China,#357 in Computer Cases,Black,MCA-U000R-KFVK01,1.28 pounds,$39.99,$34.46,$9.35,15
23.43 x 12.2 x 22.95 inches,B09J5CRF7S,"October 11, 2021",Coolermaster,China,#821 in Computer Cases,White,H500-WGNN-S00,24.6 pounds,$98.67,$220.73,$36.57,15
5.1 x 3.24 x 0.74 inches,B07B4KXTQK,"February 1, 2018",No,China,#424 in External Hard Drives,Grey,TS2TSJ25M3S,6.6 ounces,$84.97,$27.46,$0.00,15
15.47 x 9.06 x 18.11 inches,B0BL1DZJDZ,"November 16, 2022",GAMDIAS,China,#837 in Computer Cases,White,ARGUS E4 Elite WH,12 pounds,$58.37,$145.81,$23.77,15
14 x 13.3 x 4 inches,B095VW45ZZ,"May 26, 2021",Antec,China,#662 in Computer Cases,Black,VSK2000-U3_US,6.6 pounds,$66.38,$83.66,$17.75,15
0.01 x 8.69 x 1.7 inches,B003AVPV00,"June 17, 2003",StarTech.com,None,#390 in KVM Switches,Black,SV431DPUA,2.2 pounds,None,None,None,N/A
8 x 7.5 x 15 inches,B08TRB3672,"January 22, 2021",Lian Li,China,#758 in Computer Cases,Black,O11DMINI-1X-4,1.87 pounds,$79.99,$60.99,$16.75,15
2.56 x 0.59 x 2.56 inches,B0C34XCYX2,"June 7, 2023",No,Taiwan,#842 in External Hard Drives,Black,BDS70-2T,1.52 ounces,$194.91,$26.28,$25.66,15
18.8 x 8.52 x 16.9 inches,B09H3GCV43,"September 24, 2021",Thermaltake,China,#617 in Computer Cases,Black,CA-1Q5-00M1WN-03,14.7 pounds,$69.99,$167.26,$27.43,15
4.88 x 3.31 x 0.79 inches,B07K6MJP9S,"November 7, 2018",iStorage,China,#648 in External Hard Drives,None,IS-DAP2-256-4000-C-X,7.9 ounces,$257.00,$29.54,$0.00,15
3.9 x 3 x 1.1 inches,B09F3V3DC9,"September 7, 2021",StarTech.com,Taiwan,"#1,513 in KVM Switches",None,SV565FXHD4KU,1.08 pounds,$660.40,$34.17,$78.25,15
9.72 x 6.3 x 2.36 inches,B00O9SNHQ8,"October 24, 2014",No,China,#434 in KVM Switches,Black,SV211USB,11.3 ounces,$39.99,$29.36,$8.79,15
1 x 4.25 x 2 inches,B00KADVVP0,"May 1, 2014",No,USA,"#1,111 in External Hard Drives",4 TB,ADT-3PL256F-4000,3 pounds,$327.99,$38.88,$0.00,15
4.69 x 0.57 x 2.5 inches,B00ZSG009M,"June 17, 2015",No,Thailand,#690 in External Hard Drives,Black,53195,6.2 ounces,$78.99,$26.91,$0.00,15
17.9 x 11.8 x 3.1 inches,B000P05FAA,"March 30, 2007",No,Taiwan,"#259 in KVM Switches  #48,017 in Computer Accessories & Peripherals",One Color,TK-803R,5.95 pounds,$118.99,$48.81,$19.72,15
20.9 x 10 x 22.2 inches,B09CVWQJCR,"August 17, 2021",Thermaltake,China,#321 in Computer Cases,White,CA-1V2-00M6WN-00,39.3 pounds,$159.99,$266.83,$48.50,15
8.7 x 5.1 x 1.7 inches,B09F3TBRNZ,"September 7, 2021",StarTech.com,Taiwan,#429 in KVM Switches,Silver,SV431HU34K6,2.4 pounds,$399.99,$40.83,$50.05,15
5.41 x 5.67 x 0.55 inches,B077HM5JZ5,"June 1, 2014",No,China,#132 in External CD & DVD Drives,black,F2B56AA,7.2 ounces,$28.24,$27.70,$0.00,15
5.6 x 3.54 x 0.9 inches,B07W4FT5QC,"August 7, 2019",IOGEAR,Taiwan,#506 in KVM Switches,Black,GUS4C2,1.24 pounds,None,None,None,N/A
23.62 x 9.84 x 25.59 inches,B00EB0A6FE,"August 10, 2013",No,China,"#1,301 in Computer Cases",Black/Blue,PH-ES813P_BL,50 pounds,None,None,None,N/A
31.05 x 3.4 x 2.35 inches,B098D245D2,"June 24, 2021",SilverStone,Taiwan,#822 in Computer Cases,Black,SST-RMS03-26,6.36 pounds,None,None,None,5
20.87 x 9.88 x 22.05 inches,B09K21MXM8,"February 16, 2022",Corsair,Taiwan,"#1,372 in Computer Cases",White,CC-9011231-WW,32 pounds,None,None,None,N/A
17.52 x 8.03 x 18.23 inches,B094PZJBPJ,"May 11, 2021",Cooler Master,China,#962 in Computer Cases,Black,CP510-KGNN-S02,13.38 pounds,None,None,None,5
25.39 x 14.37 x 30.11 inches,B084QH12KV,"February 12, 2020",Thermaltake,China,#575 in Computer Cases,Black,CA-1Q4-00M1WN-00,52.2 pounds,None,None,None,N/A
5 x 8.5 x 2.5 inches,B07BJJLRH8,"March 28, 2018",No,Taiwan,#470 in KVM Switches,Black,SV431DPDDUA2,2.64 pounds,$664.23,$39.95,$226.31,15
7 x 5.7 x 1.4 inches,B0CKS37Y9L,"October 9, 2023",Oyen Digital,Taiwan,#689 in External Hard Drives,None,MiniPro,2 pounds,$399.00,$35.72,$0.00,15
7.3 x 6.6 x 2 inches,B00HI1TON8,"December 24, 2013",No,China,#152 in External CD & DVD Drives,None,F2B56UT,7.2 ounces,$81.89,$27.10,$30.38,15
8 x 10 x 3 inches,B07Z57ZPNJ,"May 26, 2021",U-REACH,Taiwan,#38 in External Disc Duplicators,Color,CF121,0.02 ounces,$203.01,$33.09,$27.31,15
17 x 8.4 x 17.7 inches,B0CJ628XBV,"September 15, 2023",MSI,China,#683 in Computer Cases,White,MPG GUNGNIR 300R AIRFLOW WHITE,24.5 pounds,$159.99,$215.15,$42.77,15
4.09 x 8.07 x 1.73 inches,B000F4C310,"March 31, 2006",No,China,#299 in KVM Switches,white,TK-207K,3.49 ounces,$26.14,$30.10,$7.34,15
9.25 x 6.5 x 1.38 inches,B0BNGMFN9R,"December 30, 2022",LIAN LI,China,#488 in Computer Cases,Black,LAN216-1X,6.3 ounces,$16.99,$27.65,$6.05,15
27.64 x 12.05 x 16.14 inches,B08T5PRCCN,"January 15, 2021",Cooler Master,China,"#1,257 in Computer Cases",Black,9B11-119-417,26.2 pounds,$199.99,$158.06,$40.85,15
12.44 x 8.86 x 15.75 inches,B09ZNKVF2N,"May 5, 2022",SilverStone Technology,China,#881 in Computer Cases,Black,SST-CS381 v1.2,18.91 pounds,$369.99,$164.62,$60.48,15
20.6 x 9.6 x 21.4 inches,B0CFN7TMGW,"September 4, 2023",InWin,China,"#1,525 in Computer Cases",Titanium Grey,IW-CS-DUBILIASB-GRY,32.2 pounds,$234.00,$291.45,$59.45,15
3.38 x 5 x 1 inches,B0036Z89H2,"July 28, 2017",No,Taiwan,#855 in KVM Switches,Grey,GCE500U,1.41 pounds,$217.99,$37.76,$109.25,15
5.9 x 0.6 x 4.5 inches,B00XM883BK,"May 15, 2015",No,China,#45 in External Sound Cards,Black,AU-EMCB,1.6 ounces,$8.99,$25.56,$0.00,15
8.27 x 16.46 x 16.06 inches,B07STP8MYP,"June 10, 2019",No,China,#975 in Computer Cases,Silencio S400,MCS-S400-KN5N-S00,15.4 pounds,$129.99,$138.98,$30.97,15
8.43 x 6.57 x 2.99 inches,B00LCOB4Z8,"June 28, 2014",No,Taiwan,#50 in External Disc Duplicators,Black,USBDUP15,11.3 ounces,$492.99,$31.25,$59.32,15
18.62 x 8.27 x 19.13 inches,B0BQLJ7QYY,"December 20, 2022",Antec,China,#569 in Computer Cases,AX90,AX90,15.84 pounds,$79.99,$149.17,$26.53,N/A
17.2 x 7.1 x 1.7 inches,B09DQ1DP7W,"September 7, 2021",StarTech.com,Taiwan,#883 in KVM Switches,black,SV231QDPU34K,2.07 pounds,$562.78,$38.00,$67.83,15
17.6 x 8.27 x 14.29 inches,B0B8VMNN2S,"August 11, 2022",Gamdias,China,#794 in Computer Cases,WHITE,GD-TALOS E3 WH,9.9 pounds,$54.70,$130.96,$21.70,N/A
12.87 x 12.09 x 9.88 inches,B0CZ9NSVZX,"March 28, 2024",QNAP,Taiwan,#495 in External Hard Drives,Western Digital,None,11.7 pounds,$649.00,$71.79,$0.00,15
18.86 x 11.97 x 14.8 inches,B0CQ5CW8D1,"February 27, 2024",Corsair,China,"#1,247 in Computer Cases",White,CC-9011264-WW,26.1 pounds,$159.99,$207.59,$41.92,15
